,R,AT,KT,KI
0,50,0.6337467462869392,0.5862043318067558,0.6067819614246784
1,100,0.7321538461538462,0.6984391826059007,0.7010060064815108
2,150,0.7276661514683153,0.6938649051547388,0.7116946256634233
3,200,0.8313402702282964,0.8106422014174958,0.8261857151586537
4,250,0.8322671243563738,0.811215195783735,0.7949243296334239
5,300,0.8444653496393854,0.8253834093407342,0.8246434712248407
