,R,AT,KT,KI
0,50,0.8338064557285022,0.8151333877157042,0.8307546786228857
1,100,0.8882319955138989,0.8757423642639361,0.8869175160161803
2,150,0.89272030651341,0.8807202495783892,0.8924729133392036
3,200,0.8968606964369471,0.8853191266873212,0.8902416374486366
4,250,0.915801277363366,0.9063991252238148,0.9269497088673662
5,300,0.9043809088385611,0.893687564723069,0.9012140350397947
