,R,AT,KT,KI
0,50,0.5138198448995824,0.33167670746920785,0.33708499119431223
1,100,0.5039952057530963,0.3359362566232621,0.355608776676704
2,150,0.5094339622641509,0.33459049341331226,0.30374736072980857
3,200,0.5629159104658197,0.40785980192456284,0.4028696047956891
4,250,0.5908814589665653,0.4585784692434044,0.41889141613197456
5,300,0.5737988599348535,0.43362579575419224,0.39645437416223295
