,R,AT,KT,KI
0,50,0.7379110121375033,0.566186448286153,0.5619691112249181
1,100,0.7709628663036365,0.6215550699830819,0.6212942790405643
2,150,0.7902461257976299,0.6550882769111716,0.6555846870090875
3,200,0.7899817609278543,0.6543211919003138,0.6577561206243322
4,250,0.8035486669003206,0.6778478241147756,0.6784707205911185
5,300,0.8158407777762476,0.6975702769013536,0.6973380046523691
