,R,AT,KT,KI
0,50,0.42066017100815273,0.1400289016662506,0.15266964173608555
1,100,0.4458649620455453,0.27378889348596724,0.26729716379203894
2,150,0.5228823765556002,0.3960171796396541,0.4133952376111766
3,200,0.5320629159104658,0.38381076689976823,0.36197944745332544
4,250,0.5657548125633232,0.42822408385877,0.42026277329804484
5,300,0.5718648208469055,0.45094616036643853,0.45303964793619
