,R,AT,KT,KI
0,50,0.20005824111822948,0.0,0.0
1,100,0.20001950458357715,0.0,0.0
2,150,0.19998040368410738,0.0,0.0
3,200,0.20003937783028156,0.0,0.0
4,250,0.1696508062122861,-0.03796216149375531,-0.019565217391304346
5,300,0.20005963029218843,0.0,0.0
