,R,AT,KT,KI
0,50,0.14530699739702954,0.008768699966409832,0.012649791565934376
1,100,0.328,0.2085640108700355,0.21028704164592682
2,150,0.34234930448222567,0.22514861015727905,0.22933915849439956
3,200,0.5160739245224414,0.43953850692872587,0.4462677354291279
4,250,0.6662505851146825,0.6227863565991298,0.6335224925808481
5,300,0.7353402320476639,0.7005850321217009,0.713088720488291
