,R,AT,KT,KI
0,50,0.6383324827762185,0.5981476149291256,0.5973015873015872
1,100,0.716190018425058,0.6846557967014806,0.6933333333333334
2,150,0.731382208055636,0.7015357751604413,0.7038095238095239
3,200,0.7446667421436542,0.7162963218693557,0.7046031746031745
4,250,0.7552695301708027,0.7280773313849407,0.7250793650793651
5,300,0.7611482128569795,0.7346092475635091,0.7384126984126984
