,R,AT,KT,KI
0,50,0.20481459910696953,0.0060664887163309755,0.003260869565217428
1,100,0.19816656914374878,-0.002316225771059388,-0.01413043478260878
2,150,0.2313345091122869,0.039191348932838044,0.03804347826086951
3,200,0.2724945855483363,0.09065567294643329,0.06630434782608696
4,250,0.2050647937481452,0.006307669676280048,0.003260869565217428
5,300,0.23086861458954483,0.038585979523475644,0.04239130434782612
