,R,AT,KT,KI
0,50,0.36900934007043334,0.27131724410820657,0.256129754158021
1,100,0.4907692307692308,0.4190995635538286,0.4244074057409276
2,150,0.3930448222565688,0.2982406085229672,0.28979691110300376
3,200,0.41217580369622614,0.33064794560574495,0.3199929922615765
4,250,0.5565610859728507,0.491829687076365,0.49296943710339525
5,300,0.4358733145186579,0.3454998595485549,0.33617550210436786
