,R,AT,KT,KI
0,50,0.7948456238836438,0.7718366501314169,0.7646983041640865
1,100,0.8450532724505327,0.8277283178468917,0.8262289023722977
2,150,0.8632441482340062,0.8479770351457291,0.8480215406042136
3,200,0.8731824871823901,0.8590214611902974,0.8559560494659042
4,250,0.8808281735003982,0.8675278999173504,0.8621621392925991
5,300,0.8881831392975523,0.8757072152113856,0.8724816371061966
