,R,AT,KT,KI
0,50,0.5087492543249155,0.32048020881973505,0.32814947599753663
1,100,0.5517379145025969,0.38786223954533783,0.3889058523063099
2,150,0.547671617824167,0.3828039343817452,0.3905136362400412
3,200,0.5696713046985279,0.4087550381326246,0.4242814596941846
4,250,0.6043566362715299,0.47499703937633553,0.4921380773982911
5,300,0.6262214983713354,0.5093568839452443,0.4901112871609561
