,R,AT,KT,KI
0,50,0.7655332993110487,0.7394811738994183,0.7288888888888889
1,100,0.7737242650004006,0.7485827149071019,0.7396825396825397
2,150,0.7794681090827136,0.7549645921352464,0.7582539682539683
3,200,0.7857316146145013,0.7619240410870531,0.7566666666666666
4,250,0.79762078884501,0.7751340739518987,0.7747619047619048
5,300,0.7928579592769786,0.7698421006036348,0.7717460317460316
