,R,AT,KT,KI
0,50,0.5171280939015055,0.4636897888016559,0.4641679212823031
1,100,0.5186413522390451,0.46482626574636976,0.46661645518415296
2,150,0.49864773495605136,0.4425228143589517,0.44258203499290383
3,200,0.5478335408950492,0.4973886916547461,0.49758745342396604
4,250,0.49085856369752817,0.43392548946130416,0.4312222004092786
5,300,0.4672860571820453,0.40771376487216393,0.40465617146628396
