,R,AT,KT,KI
0,50,0.4962486602357985,0.4353831637944823,0.44250893071281594
1,100,0.6064615384615385,0.5622067549493979,0.5640262110499038
2,150,0.6829984544049459,0.646125498795504,0.6439568536578728
3,200,0.698089765491536,0.6627848022697436,0.642312717770035
4,250,0.6108597285067874,0.5669614069552451,0.547738798644556
5,300,0.6904985888993415,0.6544329932220936,0.6587354827889816
