,R,AT,KT,KI
0,50,0.8518595304924725,0.8352975110871824,0.8351277691716157
1,100,0.8634302651606185,0.8481738689073667,0.8465856179529948
2,150,0.8679770758878264,0.8532339136784738,0.84198502562531
3,200,0.8795063805010593,0.8660537529128081,0.8604112073035362
4,250,0.8835259129247721,0.8705272456264112,0.8640615178801982
5,300,0.8858318501706317,0.873080459913025,0.8740623504121741
