,R,AT,KT,KI
0,50,0.806966062771115,0.785375274735669,0.7863776607893258
1,100,0.8703036129135624,0.8558066152504749,0.8535700812139263
2,150,0.8730480698026337,0.8588784932550827,0.858191382741095
3,200,0.8802665415905158,0.8669108983419174,0.867566206235032
4,250,0.871597354265191,0.8572689896767764,0.8596201231604292
5,300,0.8802148817007658,0.8668523992773748,0.8675630006412918
