,R,AT,KT,KI
0,50,0.38064614913489514,0.2783464644040069,0.2784173970600161
1,100,0.664923076923077,0.6222406214369922,0.612014568246305
2,150,0.7463678516228748,0.7144059451762126,0.703768205383996
3,200,0.8168970337008852,0.7945282049556783,0.7969765604424546
4,250,0.8495865189577158,0.8310562078341299,0.819865611014329
5,300,0.8703355283788021,0.8545841745107019,0.8555100734451856
