,R,AT,KT,KI
0,50,0.10000558170688596,0.0,0.0
1,100,0.10000373845751243,0.0,0.0
2,150,0.09999248741642251,0.0,0.0
3,200,0.09998867839082196,0.0,0.0
4,250,0.09999620795570892,0.0,0.0
5,300,0.09999238008153313,0.0,0.0
