,R,AT,KT,KI
0,50,0.7535723398826231,0.7261912169779399,0.7292063492063492
1,100,0.7711607786589763,0.7457342011570126,0.7411111111111112
2,150,0.7851508419459738,0.7612787750986394,0.7525396825396825
3,200,0.7896618091833929,0.7662908960426926,0.7680952380952382
4,250,0.7978645604797425,0.7754050732567027,0.761904761904762
5,300,0.8012997403784923,0.779221855655621,0.7793650793650794
