,R,AT,KT,KI
0,50,0.16368090644617975,0.0,0.0
1,100,0.33,0.2241355446098422,0.22789071323082255
2,150,0.36306027820710973,0.25208463874835907,0.24598760527570307
3,200,0.3842211523528498,0.28783717232921524,0.28990485454600723
4,250,0.363395225464191,0.25082753944937053,0.256320162644745
5,300,0.7666980244590781,0.736671359643582,0.7446930275443263
