,R,AT,KT,KI
0,50,0.10000558170688596,0.0,0.0
1,100,0.09998504616995028,0.0,0.0
2,150,0.09999248741642251,0.0,0.0
3,200,0.10000754773945203,0.0,0.0
4,250,0.10001516817716431,0.0,0.0
5,300,0.10001142987770031,0.0,0.0
