,R,AT,KT,KI
0,50,0.15492137449039023,-0.056424992024033394,-0.05217391304347818
1,100,0.18724400234055003,-0.01596976715835674,-0.02499999999999991
2,150,0.22143836958651775,0.02682162519249065,0.02608695652173909
3,200,0.24955699940933254,0.062004243936400916,0.06630434782608696
4,250,0.19952517558611138,-0.0006182762458266655,0.0
5,300,0.13993241900218645,-0.07515809852406963,-0.061956521739130466
